calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
0,0.01,0.009,15,-0.020121456246699126,0.002733275441649461,-0.02,0.0
1,0.01,0.009,15,-0.01777745675789025,0.017374285936034822,-0.02,0.019
2,0.01,0.009,15,0.005447235806549228,-0.010333417916182714,0.0,-0.019
3,0.01,0.009,15,-0.041762632565215466,-0.010177153473052682,-0.05,0.001
0,0.01,0.009,15,-0.023001514505617333,0.0032710052522111834,-0.02,0.0
1,0.01,0.009,15,-0.020015355772568136,0.020899988494294322,-0.02,0.019
2,0.01,0.009,15,0.005197726447226103,-0.01374558361276627,0.0,-0.019
3,0.01,0.009,15,-0.03383460975032667,0.00372299909500723,-0.05,0.001
0,0.01,0.009,15,-0.023925097579359064,0.002529293685575185,-0.02,0.0
1,0.01,0.009,15,-0.0197705504024991,0.020616798715224722,-0.02,0.019
2,0.01,0.009,15,0.0029172602101649476,-0.01240564097539621,0.0,-0.019
3,0.01,0.009,15,-0.03502858138901497,-0.002384462070582543,-0.05,0.001
0,0.01,0.009,15,-0.024749222038695683,0.0021425538325299536,-0.02,0.0
1,0.01,0.009,15,-0.020967389609751138,0.020629638938736268,-0.02,0.019
2,0.01,0.009,15,0.0023912938513015692,-0.013909529832618159,0.0,-0.019
3,0.01,0.009,15,-0.036703482787256825,-0.00044131571321419805,-0.05,0.001
0,0.01,0.009,15,-0.024958762401286746,0.0016583753057939396,-0.02,0.0
1,0.01,0.009,15,-0.020369233590303473,0.01983399880413405,-0.02,0.019
2,0.01,0.009,15,0.0028138799693887616,-0.01367694404185714,0.0,-0.019
3,0.01,0.009,15,-0.03421919717647464,-0.0006646462573244431,-0.05,0.001
0,0.01,0.009,15,-0.02663112339240949,0.0009419024360818272,-0.02,0.0
1,0.01,0.009,15,-0.021954151058131213,0.02036625355404861,-0.02,0.019
2,0.01,0.009,15,-0.00044610329056563817,-0.01691455371873334,0.0,-0.019
3,0.01,0.009,15,-0.03586839907135106,0.008866940096850904,-0.05,0.001
0,0.01,0.009,15,-0.02635320309908185,0.0016532960614479176,-0.02,0.0
1,0.01,0.009,15,-0.023595447973867298,0.019629985056756748,-0.02,0.019
2,0.01,0.009,15,0.005050456685411166,-0.020203424287998258,0.0,-0.019
3,0.01,0.009,15,-0.03123439098248664,0.0071837975041325695,-0.05,0.001
0,0.01,0.009,15,-0.02796573775895479,5.604810343240987e-05,-0.02,0.0
1,0.01,0.009,15,-0.022998903835395986,0.024271304468354862,-0.02,0.019
2,0.01,0.009,15,0.0004498728534964285,-0.023239555856119233,0.0,-0.019
3,0.01,0.009,15,-0.042885396839925836,0.006331575318967395,-0.05,0.001
0,0.01,0.009,15,-0.028277471802449307,0.00033264605268829863,-0.02,0.0
1,0.01,0.009,15,-0.022692521272956026,0.026169681846977925,-0.02,0.019
2,0.01,0.009,15,0.001533972396815359,-0.024491022916022592,0.0,-0.019
3,0.01,0.009,15,-0.040226573855395235,-1.640097010641422e-05,-0.05,0.001
0,0.01,0.0009,15,-0.023906126328249403,0.003546598219883104,-0.02,0.0
1,0.01,0.0009,15,-0.02291114462498525,0.017958586251173116,-0.02,0.019
