sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta,n_obs
0.05,0.09,0.017,20,False,3,6,20.610243570023158,0.0005003353419361699,-0.11616331006447699,-0.0013794609654295463,-0.00019687924671769354,20
0.05,0.09,0.017,20,True,4,5,1.3309668729234059,0.0005026984770276264,-0.03934865663346605,-0.0189373580130762,5.915861264388658e-05,20
0.05,0.09,0.017,20,False,6,0,17.988726499256366,0.0005002443972135304,-0.1267190774544968,0.012807310924022292,0.00046961606293304773,20
0.05,0.09,0.017,20,True,0,1,1.003188867279149,0.0005030759200720469,-0.030429705032162552,0.011617607356704118,-6.531893887882638e-05,20
0.05,0.09,0.017,20,True,3,4,1.1755895214608705,0.0005034753615244562,-0.022061249113549064,-0.00013510395249578426,4.4713701270788825e-05,20
0.05,0.09,0.017,20,True,7,8,0.9609805562670886,0.0005050500406755599,0.004835906499931888,0.005248053013389189,3.8498236687850874e-05,20
0.05,0.09,0.017,20,False,7,6,26.88976815588798,0.0005002822386683766,-0.1793202829084577,0.005457001931522579,0.0004219224713757885,20
0.05,0.09,0.017,20,False,6,3,18.47128310919178,0.0005001132101756596,-0.14194273339555283,-0.002275922673504715,0.00043918555079952505,20
0.05,0.09,0.017,20,False,3,7,27.98297452348505,0.0005023359547117144,-0.04601078085286343,0.005559553527689643,-0.0003956821608674764,20
0.05,0.09,0.017,20,False,7,3,33.034793112070126,0.0005003607076053176,-0.18529223462178526,-0.004931628272860542,0.0007122610622275886,20
0.05,0.09,0.017,20,False,1,0,37.32044322723928,0.0005004774538758293,-0.19275021832377442,0.002839335412304726,0.0004431614507255573,20
0.05,0.09,0.017,20,False,4,2,15.845062520626362,0.0005024738876720392,-0.04315077214383732,-0.00982610108859871,-5.017242472248812e-05,20
0.05,0.09,0.017,20,False,7,5,40.180878750710384,0.0005023387172027531,-0.04584227421599419,0.003039685919572816,0.0008069559659890952,20
0.05,0.09,0.017,20,False,8,2,55.38778794642631,0.0005007661575684307,-0.09503053079643026,-0.014594197816128902,0.00024953940104182465,20
0.05,0.09,0.017,20,True,1,2,1.2228299457802898,0.0005042493235531536,-0.008163326868834758,-0.0015908803000841344,4.0117549938789056e-05,20
